smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave,value,index
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7oc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6o5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,-0.15,-0.17,0.81,4.44,4.44,712
CCCCCCC(CCCC)COC(=O)c1sc2c(C)sc(-c3cc4sc5c(CC(CCCC)CCCC)c6c(sc7cc(C)sc76)c(CC(CCCC)CCCC)c5c4s3)c2c1F,-0.42,-0.22,0.13,7.6,7.6,713
CCCCC(CC)CCC(CC(CC)CCCC)OC(=O)c1sc2c(C)sc(-c3cc4sc5c(CC(CCCC)CCCC)c6c(sc7cc(C)sc76)c(CC(CCCC)CCCC)c5c4s3)c2c1F,-0.15,-0.22,0.11,4.9,4.9,714
CCCCCCC(CCCC)COC(=O)c1sc2c(-c3cc4sc5c(OCC(CCCC)CCCCCC)c6c(sc7cc(C)sc76)c(OCC(CCCC)CCCCCC)c5c4s3)sc(C)c2c1F,-0.7,-0.27,-0.1,5,5,715
CCCCCCC(CCCC)COc1c2sc3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c2c(OCC(CC)CCCC)c2sc3c(sc4c(OCC(CC)CCCC)c5cc(C)sc5c(OCC(CC)CCCC)c43)c12,-0.61,0.26,-0.5,0.01,0.01,716
CCCCCCC(CCCC)COC(=O)c1sc2c(-c3cc4sc5c(OCC(CCCC)CCCCCC)c6c(sc7c6sc6c(OCC(CC)CCCC)c8cc(C)sc8c(OCC(CC)CCCC)c67)c(OCC(CCCC)CCCCCC)c5c4s3)sc(C)c2c1F,-0.51,0.31,-0.51,0.08,0.08,717
CCCCCCC(CCCC)COc1c2sc3c(sc4c(OCC(CC)CCCC)c5cc(-c6sc(C)c7c(F)c(C(=O)OCC(CC)CCCC)sc67)sc5c(OC[C@H](CC)CCCC)c43)c2c(OCC(CC)CCCC)c2sc3c(sc4c(OCC(CC)CCCC)c5cc(C)sc5c(OCC(CC)CCCC)c43)c12,-0.47,0.6,-0.44,2.8,2.8,718
CCCCCCC(CCCC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sc6c(sc7c(OCC(CCCC)CCCCCC)c8c(sc9c8sc8c(OCC(CC)CCCC)c%10cc(C)sc%10c(OCC(CC)CCCC)c89)c(OCC(CCCC)CCCCCC)c76)c5c(OC[C@H](CC)CCCC)c4s3)sc(C)c2c1F,-0.06,0.56,-0.35,2,2,719
CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(C)c6cc(C(=O)C(CC)CCCC)sc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,-0.2,-0.42,-0.07,6.5,6.5,720
CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(C)c6c7c(sc56)C(=O)N(CCCCCCCC)C7=O)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,0.89,-0.27,-0.34,2.7,2.7,721
CCCCCCCCC(CCCCCC)COc1c2sc3cc(-c4ccc(C5=C6C(=O)N(CC(CCCCCC)CCCCCCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CCCCCC)CCCCCCCC)s4)sc3c2c(OCC(CCCCCC)CCCCCCCC)c2sc3cc(C)sc3c12,-0.92,-1.15,-0.54,2.42,2.42,722
CCCCCCCCCCc1cc(-c2c3sc4cc(-c5ccc(C6=C7C(=O)N(CC(CCCC)CCCCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CCCC)CCCCCC)s5)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,-0.65,-1.2,-0.4,5.19,5.19,723
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7c(sc8cc(C)sc87)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,-0.38,-1.3,-0.45,6.39,6.39,724
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,0.17,-1,4.26,3.28,3.28,725
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6cc(C)sc6c5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,0.12,-1.39,-0.18,5.94,5.94,726
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6c(CC(CC)CCCCC)c7c(sc8cc(C)sc87)c(CC(CC)CCCCC)c6c5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,0.08,-1.05,-0.1,4.69,4.69,727
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5sc6c(OCC(CC)CCCC)c7c(sc8cc(C)sc87)c(OCC(CC)CCCC)c6c5s4)ccc32)c2ccc(C)cc21,0.21,-0.66,-0.46,4.43,4.43,728
CCCCCCCCCCc1cc(-c2c3sc4cc(-c5sc(-c6cc7c(cc(-c8cc(CCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CCCCCC)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,0.8,-0.66,-0.2,7.52,7.52,729
CCCCCCCCCCCCc1c(C)sc2c1[P@](=O)(c1ccccc1)c1c-2sc(-c2cc3sc4c(-c5cc(CCCCCCCCCC)c(CCCCCCCCCC)s5)c5c(sc6cc(C)sc65)c(-c5cc(CCCCCCCCCC)c(CCCCCCCCCC)s5)c4c3s2)c1CCCCCCCCCCCC,0.48,0.65,-0.03,6.81,6.81,730
CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc21,-1.29,-0.76,0.05,3.35,3.35,731
CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4cc(C#N)c(-c5ccc(C)s5)c5nsnc45)s3)cc21,-1.01,-1.54,0.14,6.03,6.03,732
CCCCCCCCCCC(CCCCCCCC)C[Ge]1(CC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(-c4c(C#N)c(C#N)c(-c5ccc(C)s5)c5nsnc45)s3)cc21,-0.88,-2.17,-0.33,0.39,0.39,733
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)sc2cc(-c3ccc(C)s3)sc24)c2cc3sc4cc(C)sc4c3cc21,-1.06,-0.56,3.27,9.1,9.1,734
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)sc2cc(-c3ccc(C)s3)sc24)c2cc3sc4cc(C)sc4c3cc21,-0.61,-0.56,0.01,5.3,5.3,735
CCCCCCCCCCCCc1cc(-c2cc3c(s2)/C(=C2\C(=O)N(CC(CCCCCC)CCCCCCCC)c4c2ccc(-c2cc(CCCCCCCCCCCC)c(-c5cc(CCCCCCCCCCCC)c(-c6nc7cc8sc(-c9sc(C)cc9CCCCCCCCCCCC)nc8cc7s6)s5)s2)c4F)C(=O)N3CC(CCCCCC)CCCCCCCC)sc1C,0.48,-1.1,0.32,1.44,1.44,736
CCCCCCCCCCCCc1cc(-c2cc3c(s2)/C(=C2\C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(-c5cc(CCCCCCCCCCCC)c(-c6cc(CCCCCCCCCCCC)c(-c7nc8cc9sc(-c%10sc(C)cc%10CCCCCCCCCCCC)nc9cc8s7)s6)s5)ccc42)C(=O)N3CC(CCCCCC)CCCCCCCC)sc1C,0.35,-1.1,1.01,3.92,3.92,737
CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CN1c2cc(C)sc2-c2sc(-c3ccc(-c4ccc(C)s4)s3)cc2S1(=O)=O,0.26,0.6,-0.17,5.5,5.5,738
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(C)sc1-c1nc2nc3sc(-c4sc(-c5sc(-c6cc(CCCCCC)c(C)s6)cc5CCCCCC)cc4CC(CCCCCCCCCC)CCCCCCCCCCCC)nc3nc2s1,1.17,0.17,-0.53,1.82,1.82,739
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,-0.29,-1.64,0.15,3.85,3.85,740
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(C)cc4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,-0.06,-1.15,-0.47,3.91,3.91,741
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4sc(C)c(F)c4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,0.48,-1.64,-0.52,1.17,1.17,742
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(F)c(C)cc4F)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,0.53,-1.2,-0.51,2.29,2.29,743
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(C)s4)ccc32)c2ccc(C)cc21,-0.56,-0.47,-0.25,2.9,2.9,744
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCC)s5)s4)ccc32)c2ccc(C)cc21,-0.2,-0.66,-0.17,6.6,6.6,745
CCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C(=O)/C4=C3/C(=O)N(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c4cc(C)ccc43)cc2CCCCCC)s1,0.44,-0.81,-0.14,2.8,2.8,746
CCCCCCCCCCc1cc(-c2c3sc4cc(-c5ccc(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,-0.15,-0.32,-0.44,4.9,4.9,747
CCCCCCCCCCc1cc(-c2c3sc4cc(-c5c(F)cc(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,0.3,-0.03,-0.14,7,7,748
CCCCCCCCCCc1cc(-c2c3sc4cc(-c5c(F)c(F)c(C)c6nsnc56)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,0.3,0.17,-0.01,5.1,5.1,749
CCCCCCCCCCCCc1cc(C)sc1C#CC#Cc1sc(-c2ccc(C3=C4C(=O)N(CC(CCCC)CCCCCC)C(c5ccc(C)s5)=C4C(=O)N3CC(CCCC)CCCCCC)s2)cc1CCCCCCCCCCCC,-0.79,-1,-0.38,2.69,2.69,750
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc(CC(CC)CCCC)c(C#CC#Cc5sc(C)cc5CC(CC)CCCC)s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1,-0.38,-0.86,-0.01,3.7,3.7,751
CCCCCCCCc1ccc(-c2c3cc(-c4ccc(C)c5nc(-c6ccc(/C=N/c7ccccc7F)[nH]6)c(-c6ccc(/C=N/c7ccccc7F)[nH]6)nc45)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1,-1.65,-0.76,-0.52,1.04,1.04,752
CCCCCCCCOc1c2cc(-c3ccc(C)c4nc(-c5ccc(/C=N/c6ccccc6F)[nH]5)c(-c5ccc(/C=N/c6ccccc6F)[nH]5)nc34)sc2c(OCCCCCCCC)c2cc(C)sc12,-2.24,-0.42,-0.03,1.22,1.22,753
CCCCCCCCc1ccc(-c2c3cc(-c4ccc(C)c5nc(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)c(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)nc45)sc3c(-c3ccc(CCCCCCCC)s3)c3cc(C)sc23)s1,-2.06,-0.76,-0.25,2.13,2.13,754
CCCCCCCCOc1c2cc(-c3ccc(C)c4nc(-c5ccc(/C=N/c6c(F)cccc6F)[nH]5)c(-c5ccc(/C=N/c6c(F)cccc6F)[nH]5)nc34)sc2c(OCCCCCCCC)c2cc(C)sc12,-2.51,-0.42,-0.1,1.6,1.6,755
CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)s3)c3nc4c(nc23)-c2cccc3cccc-4c23)sc1C,0.94,0.22,0.25,4.64,4.64,756
CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc(CCCCCCCC)c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)c2nc3c(nc2c1-c1cc(CCCCCCCC)c(C)s1)-c1cccc2cccc-3c12,0.44,0.9,0.25,1.54,1.54,757
CCCCCCCCC(CCCCCCCC)N1C(=O)c2c(C)sc(-c3ccc(-c4ccc(C)s4)s3)c2C1=O,0.8,0.26,-0.09,5.75,5.75,758
CCCCCCCCC(CCCCCCCC)N1C(=O)c2c(C)sc(-c3ccc(/C=C/c4ccc(C)s4)s3)c2C1=O,0.67,0.26,-0.23,6.97,6.97,759
CCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5ccc6c7ccc(C)cc7n(C(CCCCCCCC)CCCCCCCC)c6c5)cc4CCCCCCCC)nc3cc2s1,1.66,-1.05,-0.61,0.95,0.95,760
CCCCCCCCCCCCC(CCCCCCCCCCC)c1cc2c3cc(C)sc3c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)cc3c2s1,-0.42,-0.03,-0.55,5.61,5.61,761
CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6ccc(-c7cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(C)s7)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)cc4CCCCCCCCCCCC)nc3cc2s1,1.66,0.41,0.12,6.53,6.53,762
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C)sc2-c2sc(-c3ccc(C)c4nsnc34)cc21,-0.15,-1.54,-0.34,3.5,3.5,763
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C)sc2-c2sc(-c3cc(F)c(C)c4nsnc34)cc21,-0.83,-1.34,-0.39,5.81,5.81,764
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C)c5nsnc35)sc2-4)cc1,0.12,0.17,-0.21,6.41,6.41,765
CCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O,0.53,0.17,0.04,6.29,6.29,766
CCCCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O,0.44,0.17,0.02,6.41,6.41,767
CCCCC(CC)C[Si]1(C[C@@H](CC)CCCC)c2cc(C)sc2-c2sc(-c3cc4c(=O)n(C[C@@H](CC)CCCC)c(=O)c5cc(C)sc5c4s3)cc21,0.39,0.26,-0.12,5.54,5.54,768
CCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O,0.26,0.17,-0.08,4.77,4.77,769
CCCCCCCCn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)cc2c1=O,0.21,0.17,-0.16,4.32,4.32,770
CCCCC(CC)C[Ge]1(C[C@@H](CC)CCCC)c2cc(C)sc2-c2sc(-c3cc4c(=O)n(C[C@@H](CC)CCCC)c(=O)c5cc(C)sc5c4s3)cc21,0.21,0.22,-0.35,3.62,3.62,771
CCCCC(CC)CN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O,0.85,0.07,-0.27,6.83,6.83,772
CCCCC(CC)C[Ge]1(C[C@@H](CC)CCCC)c2cc(C)sc2-c2sc(-c3ccc(C)c4nsnc34)cc21,-2.51,-1.2,0.06,4.5,4.5,773
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O,1.44,0.07,-0.27,6.6,6.6,774
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O,1.21,-0.13,-0.06,7.3,7.3,775
CCCCCCCC[Ge]1(CCCCCCCC)c2cc(C)sc2-c2sc(-c3ccc(C)c4nsnc34)cc21,-0.56,-1.88,-0.52,1.5,1.5,776
CCCCC(CC)C[Ge]1(C[C@@H](CC)CCCC)c2cc(C)sc2-c2sc(-c3ccc(C)c4nsnc34)cc21,-0.51,-1.39,-0.49,2.9,2.9,777
CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Ge]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c2C1=O,1.48,-0.22,-0.42,4.1,4.1,778
CCCCCCCC[Si]1(CCCCCCCC)c2cc(C)sc2-c2sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8c(OCC(CCCC)CCCCCC)c9sc(C)cc9c(OCC(CCCC)CCCCCC)c8s7)cc5[Si]6(CCCCCCCC)CCCCCCCC)nc4s3)cc21,0.3,0.26,-0.33,5.3,5.3,779
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(C)sc(-c3cc4cc(OCC(CC)CCCC)c5c6sc(C)cc6cc(OCC(CC)CCCC)c5c4s3)c2C1=O,0.21,1.58,-0.24,5.26,5.26,780
CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4cc(OCC(CC)CCCC)c5c6sc(C)cc6cc(OCC(CC)CCCC)c5c4s3)s2)c2nsnc2c1-c1ccc(C)s1,-0.83,0.22,-0.23,3.22,3.22,781
CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4cc(OCC(CC)CCCC)c5c6sc(C)cc6cc(OCC(CC)CCCC)c5c4s3)s2)c2nonc2c1-c1ccc(C)s1,-0.15,0.22,-0.11,5.07,5.07,782
CCCCC(CC)COc1cc2cc(-c3sc(C)c4cc(C(=O)C(CC)CCCC)sc34)sc2c2c(OCC(CC)CCCC)cc3cc(C)sc3c12,-2.15,-0.56,-0.52,2.51,2.51,783
CCCCC(CC)COc1cc2cc(-c3sc(C)c4c(F)c(C(=O)C(CC)CCCC)sc34)sc2c2c(OCC(CC)CCCC)cc3cc(C)sc3c12,-1.38,-0.13,-0.34,4.88,4.88,784
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C)c5nc(-c6ccccc6)c(-c6ccccc6)nc35)sc2-4)cc1,-0.02,0.46,0.54,5.69,5.69,785
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C)c5nc6c7ccccc7c7ccccc7c6nc35)sc2-4)cc1,-0.24,-0.22,1.03,6.24,6.24,786
CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4sc(-c5nc(CCCCCC)c(-c6ccc(C)s6)s5)nc4CCCCCC)s2)sc1-3,-0.33,1.38,-0.47,2.77,2.77,787
CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4nc5sc(-c6ccc(C)s6)nc5s4)s2)sc1-3,-0.56,0.56,-0.45,5.79,5.79,788
CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4nnc(-c5ccc(C)s5)nn4)s2)sc1-3,-0.51,0.51,-0.55,3.04,3.04,789
CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)C(CCCCCCCCCCCC)(CCCCCCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)sc1-3,-0.42,-0.17,-0.49,6.17,6.17,790
CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(OCCCCCCCC)cc2)(c2ccc(OCCCCCCCC)cc2)c2cc(-c3ccc(C)c5nsnc35)[se]c2-4)cc1,-0.24,-0.56,-0.52,2.6,2.6,791
CCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(OCCCCCCCC)cc2)(c2ccc(OCCCCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)[se]c2-4)cc1,-0.06,-0.17,-0.51,1.9,1.9,792
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(C)c5nsnc35)[se]c2-4)cc1,-0.24,-0.56,-0.49,3.9,3.9,793
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)[se]c2-4)cc1,0.21,-0.42,-0.54,3.8,3.8,794
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)sc2-4)cc1,0.08,0.36,0.69,5.87,5.87,795
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)[se]c2-4)cc1,0.03,-0.17,-0.17,5.17,5.17,796
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)[se]c2-4)cc1,0.03,-0.17,0.14,5.92,5.92,797
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3c(F)c(F)c(C)c5nsnc35)[se]c2-4)cc1,-0.02,-0.17,0.27,6.61,6.61,798
CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2sc3c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)c4nsnc24)ccc1-3,0.8,1.82,-0.6,0.76,0.76,799
CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2sc3c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)s2)ccc1-3,0.12,2.41,-0.61,1.65,1.65,800
CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2sc3c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)ccc1-3,0.08,0.65,-0.55,2,2,801
CCCCCCCC[Si]1(CCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)[Si](CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)c4nsnc24)sc1-3,-0.06,0.41,-0.07,3.47,3.47,802
CCCCCCCC[Si]1(CCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)[Si](CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s2)sc1-3,-0.38,-0.08,-0.39,3.64,3.64,803
CCCCCCCC[Si]1(CCCCCCCC)c2cc3c(cc2-c2sc(C)cc21)[Si](CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C)c4nsnc24)sc1-3,0.76,1.19,-0.21,4.3,4.3,804
CCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(CCCCCCCC)CCCCCCCC)-c4sc(C)cc4[Si]6(CCCCCCCC)CCCCCCCC)s3)N(CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,-1.06,-0.37,-0.07,1.4,1.4,805
CCCCCCCCC(CCCCCCCC)n1c2cc3c4sc(-c5ccc(C)c6nsnc56)cc4n(C(CCCCCCCC)CCCCCCCC)c3cc2c2sc(C)cc21,-1.01,-0.95,-0.57,3.08,3.08,806
CCCCCCCCC(CCCCCCCC)n1c2cc3c4sc(-c5sc(C)c6c5C(=O)N(CC(CC)CCCC)C6=O)cc4n(C(CCCCCCCC)CCCCCCCC)c3cc2c2sc(C)cc21,-2.01,-2.27,0.02,3.72,3.72,807
CCCCCCCCC(CCCCCCCC)n1c2cc3c4sc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)cc4n(C(CCCCCCCC)CCCCCCCC)c3cc2c2sc(C)cc21,-0.88,0.26,-0.5,1.34,1.34,808
